Original_Input_Text,RL_Types,Raw_Model_Output
爸爸是510203我是500104 土生土长ddk,[认同逻辑2：Administrative Legitimacy] [认同逻辑3：Family Rootedness],输出： [认同逻辑2：Administrative Legitimacy] [认同逻辑3：Family Rootedness]
小时候在南坪，现在在坡区，而且我爸妈又在考虑搬回南坪,[认同逻辑3：Family Rootedness],输出： [认同逻辑3：Family Rootedness]
我不是原住民我外婆80多了早些年住较场口，我妈小时候也住较场口，我爸住摊子口，因为工作都移居四川，以至于我在重庆工作，买房时他们只觉得解放碑附近才是城区，我爸觉得大坪也算城区。我带他们看照母山房子，刚过了金山大道他们说这是什么荒郊野岭，结果现在照母山是宇宙中心。现在我住七星岗，工作在照母山附近，md,[认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知），认同逻辑3：Family Rootedness（家族历史根基/个体成长史）],输出： [认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知），认同逻辑3：Family Rootedness（家族历史根基/个体成长史）]
500107，土生土长破区，现居两江新区。,[认同逻辑3：Family Rootedness，认同逻辑2：Administrative Legitimacy],输出： [认同逻辑3：Family Rootedness，认同逻辑2：Administrative Legitimacy]
107，小时候住两路口，八岁搬回坡区，就一直在杨家坪前后打转转了。,[认同逻辑3],输出： [认同逻辑3]
是不是开始有成都口音了,[认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）],输出： [认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）]
整个重庆主城区都主要是本地人，重庆不像那些真一线城市那么多移民，最近几年才开始多起来外地口音移居过来的。,[认同逻辑3：Family Rootedness][认同逻辑4：Linguistic-Cultural Recognition][认同逻辑2：Administrative Legitimacy],输出： [认同逻辑3：Family Rootedness][认同逻辑4：Linguistic-Cultural Recognition][认同逻辑2：Administrative Legitimacy]
那挨得近~都是土生土长的~,[认同逻辑3：Family Rootedness],输出： [认同逻辑3：Family Rootedness]
你那是老辈子的了！或者是直辖前更新的那批！我解放碑五一路土生土长的都是500103 这个没什么要争论的！都是,[认同逻辑2：Administrative Legitimacy，认同逻辑3：Family Rootedness],输出： [认同逻辑2：Administrative Legitimacy，认同逻辑3：Family Rootedness]
渝中区土著，大坪土生土长，现在住渝北,[认同逻辑3：Family Rootedness],输出： [认同逻辑3：Family Rootedness]
看了一圈，就没有大渡口的土著吗？我妈小时候是城头的，大溪沟，枣子岚垭，我爸是和平路的，但都是在我出生之前，我是510203，我们那里我出生的时候还属于九龙坡，后来就变成了大渡口,[认同逻辑3：Family Rootedness] [认同逻辑2：Administrative Legitimacy],输出： [认同逻辑3：Family Rootedness] [认同逻辑2：Administrative Legitimacy]
渝中区 虽然老，但是配套齐全 医疗 教育 交通,[认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）],输出： [认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）]
像我这种化龙桥曾经贫困一条街的拆迁户搬到沙坪坝了，都搬了20年了。我的童年和学生时代都在化龙桥呀,[认同逻辑3],输出： [认同逻辑3]
500103，出生幼儿园小学住渝中，初中南岸，高中沙区（因读书租房），大学江北，现在两江新区，我觉得两江新区最适宜居住，公园多。,[认同逻辑2：Administrative Legitimacy（行政归属合法性）] [认同逻辑3：Family Rootedness（家族历史根基/个体成长史）] [认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）],输出： [认同逻辑2：Administrative Legitimacy（行政归属合法性）] [认同逻辑3：Family Rootedness（家族历史根基/个体成长史）] [认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）]
出生在大坪医院 然后一直住谢家湾这边 我妈想卖房子搬家 我不愿意离开,[认同逻辑3],输出： [认同逻辑3]
土生土长,[认同逻辑3：Family Rootedness（家族历史根基/个体成长史）],输出： [认同逻辑3：Family Rootedness（家族历史根基/个体成长史）]
不是，土著是🈯只有解放碑为商业中心的那个时代就住在两江三岸的人,[认同逻辑3],输出： [认同逻辑3]
口音是重庆城头口音，不能有区县口音,[认同逻辑4],输出： [认同逻辑4]
现在从下半城搬到了“镇头”（龙溪镇），但是十八梯的老房子我老汉还在那里住。他们土生土长在那里住惯了。,[认同逻辑3],输出： [认同逻辑3]
我爸因为50年前因为工作原因从渝中区换到九龙坡区 因为有套房所以户口也就转到在九龙坡了 ，那时候没得房价更值钱的概念 上班要坐绿皮火车太折腾了…… 早知道就死守渝中区哟,[认同逻辑3：Family Rootedness],输出： [认同逻辑3：Family Rootedness]
市中心土生土长的很少 因为以前就没多少人 看以前的老照片就知道 又没高楼 外来的比较多,[认同逻辑3：Family Rootedness（家族历史根基/个体成长史）],输出： [认同逻辑3：Family Rootedness（家族历史根基/个体成长史）]
同意！下楼就是地铁安逸惨,[认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）],输出： [认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）]
"其实主要还是配套的原因
 1：从小长大的地方，内心上不认可其他地方，觉得那是乡下，北到伍家岭，南到南二环。
 2:最近快速发展的十来年里，人口增长了300万，其实三甲医疗并没有增加啥，交通拥挤，远距离的就医带来不便
 3:新城区房子确实很多，都是高层和超高层为主，人口密度就高，堵车就成为家常，比如月亮岛和梅溪湖等主干道区域，而老长沙反而没有那么堵，因为有很多6层楼的单位房，密度低些，就业也在附近
 4:新城区外表看起来都是高楼大厦，却缺少了老长沙特有文化的烟火气，除了就业情况和湖南省内地级市不同和其他城市没啥区别
 5:真正要长期在一个城市待下去，从心里认可这个城市就必须移植到大脑的文化里，这样无论去哪里感觉还是老长沙比较好，完善便捷的配套是重中之重","[认同逻辑1：Vernacular Spatial Authority, 认同逻辑3：Family Rootedness, 认同逻辑4：Linguistic-Cultural Recognition, 认同逻辑5：Functional Livability]","输出： [认同逻辑1：Vernacular Spatial Authority, 认同逻辑3：Family Rootedness, 认同逻辑4：Linguistic-Cultural Recognition, 认同逻辑5：Functional Livability]"
我只是发表个人感受，我住了3年梅溪湖，然后我老公就吐槽了三年，然后在房价没跌的时候果断卖掉了,[认同逻辑3：Family Rootedness],输出： [认同逻辑3：Family Rootedness]
所以我喜欢北辰，老城区往新区的过渡，街道界面没老城区那么破旧，离市中心又只需要十几分钟，配套啥都有，住起来太舒服哒,[认同逻辑5],输出： [认同逻辑5]
小时候住南门口大一点住八角亭，正宗老城区长大的，老城区就是邻居都会比较熟络，现在回以前住的房子去看，那些邻居都会很热情的喊你，问一问家里人的情况。现在住梅溪湖，其实朋友聚会逛街还是喜欢去“城里”，居住的话也很喜欢梅溪湖，小区比较有活力，小孩上学方便，晚上湖边散步也很方便。,"[认同逻辑1, 认同逻辑3, 认同逻辑5]","输出： [认同逻辑1, 认同逻辑3, 认同逻辑5]"
因为对比很多省会长沙太小了，所以根植于心中远近的标准与其他城市不同。多年前，长沙周边还没开发的时候，武汉的亲戚第一次在长沙开车一不留神就出了长沙市。在我小时候的感知里面，最远的距离是从侯家塘到步行街。说不上不喜欢，第一次在河西住宿舍，路上车少人也少、周边还有小公园真的很好，但是离家太远了。ps去黄鹤楼玩，姐姐说她家就在黄鹤楼附近让我中午去吃饭，结果打车30块钱。我的附近是能双脚到达,[认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）],输出： [认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）]
哈哈哈，二环的乡里别给你点赞,[认同逻辑1：Vernacular Spatial Authority],输出： [认同逻辑1：Vernacular Spatial Authority]
小时候在五一广场出生长大的，结婚之后住在梅溪湖，爸妈说我是到乡里去了说鸟不拉屎的地方,"[认同逻辑3：Family Rootedness, 认同逻辑1：Vernacular Spatial Authority]","输出： [认同逻辑3：Family Rootedness, 认同逻辑1：Vernacular Spatial Authority]"
么子叫老城区咯，侯家塘算不？算的话，你去看看天剑路那里，那未必住起蛮舒服？还一句言老城区不堵车，不晓得哪里来的优越感,[认同逻辑1],输出： [认同逻辑1]
哪有那么多原因，就是习惯了啊，家在亲戚朋友也在，上班也在。另外，南到南二环是不可能的，顶多到劳动路。,"[认同逻辑1, 认同逻辑3]","输出： [认同逻辑1, 认同逻辑3]"
嘴巴放干净点，啥都不懂。湘江新区是功能区而非行政区，岳麓区委、区政府与湘江新区党工委、管委会实行区政合一的运行方式。,[认同逻辑2：Administrative Legitimacy],输出： [认同逻辑2：Administrative Legitimacy]
你看看现在有没有岳麓区人民法院，岳麓区zf，地图上是显示岳麓区还是湘江新区，湘江新区只是经济发展上的特殊区划，又不是行政区划,[认同逻辑2：Administrative Legitimacy],输出： [认同逻辑2：Administrative Legitimacy]
确实，湘江新区只是个功能区，行政区还是叫岳麓区，湘江新区相当于岳麓再加望城区的一些地方,[认同逻辑2：Administrative Legitimacy],输出： [认同逻辑2：Administrative Legitimacy]
范围大点只有天心区算城区，其他都是乡里别比如雨花区，我就住这，以前全是菜地，我老公土生土长的坡子街人，他说老城区只有坡子街那一块小破地，什么开福区雨花区都没人住的荒郊野地，更别说河西的岳麓区啊跳马啊望城了，那更加不算,[认同逻辑1，认同逻辑3],输出： [认同逻辑1，认同逻辑3]
